,country,label_name,tfidf,country_label_count,num_country_labels,num_articles,label_count,label_count_project,idf,tf,key_words
0,0,acids,1.8402085271150144,84,46229,4051,4,204,1012.75,0.0018170412511626902,1
1,0,products,1.5992288390404292,146,46229,4051,8,800,506.375,0.003158190746068485,1
2,0,effects,1.0077332410391746,92,46229,4051,8,267,506.375,0.00199009279889247,1
3,0,contains,0.9310578857427155,85,46229,4051,8,479,506.375,0.0018386726946289125,1
4,0,studies,0.8543825304462567,78,46229,4051,8,244,506.375,0.001687252590365355,1
5,0,forms,0.8543825304462567,78,46229,4051,8,350,506.375,0.001687252590365355,1
6,0,results,0.7557999307793809,69,46229,4051,8,255,506.375,0.0014925695991693526,1
7,0,levels,0.733892686408964,67,46229,4051,8,227,506.375,0.0014493067122369075,1
8,0,natural,0.6328759484787086,65,46229,4051,9,266,450.1111111111111,0.0014060438253044626,1
9,0,high,0.6280076719519493,86,46229,4051,12,472,337.5833333333333,0.001860304138095135,1
10,0,generally,0.6243564645568799,57,46229,4051,8,418,506.375,0.0012329922775746825,1
11,0,reduced,0.6243564645568799,57,46229,4051,8,187,506.375,0.0012329922775746825,1
12,0,addition,0.6243564645568799,57,46229,4051,8,265,506.375,0.0012329922775746825,1
13,0,compounds,0.6134028423716714,42,46229,4051,6,101,675.1666666666666,0.0009085206255813451,1
14,0,caused,0.5914955980012546,54,46229,4051,8,224,506.375,0.001168097947176015,1
15,0,metabolism,0.5783512513790046,33,46229,4051,5,42,810.2,0.0007138376343853426,1
16,0,sources,0.5695883536308378,52,46229,4051,8,203,506.375,0.0011248350602435701,1
17,0,industrial,0.5695883536308378,52,46229,4051,8,201,506.375,0.0011248350602435701,1
18,0,proteins,0.5549835240505598,38,46229,4051,6,118,675.1666666666666,0.000821994851716455,1
19,0,supplementation,0.5549835240505598,19,46229,4051,3,22,1350.3333333333333,0.0004109974258582275,1
20,1,alcohol_laws,1.9094679948464945,15,31823,4051,1,15,4051.0,0.0004713571944819784,1
21,1,breweries,1.7567105552587752,69,31823,4051,5,85,810.2,0.002168243094617101,1
22,1,brewed,1.6866967287810701,53,31823,4051,4,87,1012.75,0.001665462087169657,1
23,1,beers,1.6548722622002952,91,31823,4051,7,133,578.7142857142857,0.002859566979857336,1
24,1,ales,1.400276529554096,22,31823,4051,2,25,2025.5,0.000691323885240235,1
25,1,brewers,1.2729786632309965,40,31823,4051,4,52,1012.75,0.0012569525186186092,1
26,1,drinks,1.0749597600617302,76,31823,4051,9,290,450.1111111111111,0.0023882097853753573,1
27,1,abv,0.8910850642616976,35,31823,4051,5,39,810.2,0.0010998334537912831,1
28,1,malts,0.8910850642616974,21,31823,4051,3,24,1350.3333333333333,0.0006599000722747698,1
29,1,distilling,0.8274361311001477,26,31823,4051,4,37,1012.75,0.0008170191371020959,1
30,1,bottled,0.7850035089924478,37,31823,4051,6,100,675.1666666666666,0.0011626810797222135,1
31,1,alcoholic,0.7092309695144123,39,31823,4051,7,123,578.7142857142857,0.001225528705653144,1
32,1,distilleries,0.6789219537231981,16,31823,4051,3,21,1350.3333333333333,0.0005027810074474437,1
33,1,bartenders,0.6789219537231981,16,31823,4051,3,18,1350.3333333333333,0.0005027810074474437,1
34,1,company_brewery,0.6364893316154983,5,31823,4051,1,5,4051.0,0.00015711906482732615,1
35,1,spirits,0.6364893316154981,45,31823,4051,9,63,450.1111111111111,0.0014140715834459353,1
36,1,american,0.6152730205616482,58,31823,4051,12,561,337.5833333333333,0.0018225811519969833,1
37,1,barrels,0.6110297583508784,24,31823,4051,5,50,810.2,0.0007541715111711655,1
38,1,beverage,0.5855701850862585,46,31823,4051,10,177,405.1,0.0014454953964114006,1
39,1,allowed,0.5728403984539484,36,31823,4051,8,229,506.375,0.0011312572667567483,1
40,2,waters,1.4584402142117816,64,22221,4051,8,115,506.375,0.002880158408712479,1
41,2,fisheries,1.224048036927745,47,22221,4051,7,52,578.7142857142857,0.002115116331398227,1
42,2,species,1.1951107310902098,59,22221,4051,9,260,450.1111111111111,0.0026551460330318166,1
43,2,north,1.1849826740470726,52,22221,4051,8,445,506.375,0.0023401287070788893,1
44,2,fishes,1.1394064173529546,25,22221,4051,4,41,1012.75,0.0011250618784033122,1
45,2,eggs,1.048253903964718,46,22221,4051,8,210,506.375,0.0020701138562620944,1
46,2,spawning,1.0209081499482473,28,22221,4051,5,29,810.2,0.0012600693038117097,1
47,2,females,0.9798895189235408,43,22221,4051,8,49,506.375,0.001935106430853697,1
48,2,areas,0.9115251338823636,40,22221,4051,8,403,506.375,0.0018000990054452995,1
49,2,populations,0.9115251338823636,40,22221,4051,8,102,506.375,0.0018000990054452995,1
50,2,sea,0.8203726204941271,54,22221,4051,12,107,337.5833333333333,0.002430133657351154,1
51,2,gills,0.789988449364715,13,22221,4051,3,22,1350.3333333333333,0.0005850321767697223,1
52,2,commercial,0.774796363800009,34,22221,4051,8,297,506.375,0.0015300841546285046,1
53,2,prey,0.7656811124611854,21,22221,4051,5,21,810.2,0.0009450519778587823,1
54,2,feeding,0.7520082354529499,33,22221,4051,8,78,506.375,0.0014850816794923722,1
55,2,larvae,0.7292201071058909,20,22221,4051,5,29,810.2,0.0009000495027226497,1
56,2,growth_rate,0.7292201071058908,4,22221,4051,1,4,4051.0,0.00018000990054452994,1
57,2,likely,0.7064319787588318,31,22221,4051,8,297,506.375,0.0013950767292201071,1
58,2,fins,0.6927591017505963,19,22221,4051,5,19,810.2,0.0008550470275865172,1
59,2,pacific,0.6836438504117727,30,22221,4051,8,53,506.375,0.0013500742540839747,1
60,3,vineyards,2.7825532332450202,56,20382,4051,4,62,1012.75,0.0027475223236188796,1
61,3,wines,2.4512968959539463,74,20382,4051,6,171,675.1666666666666,0.003630654499067805,1
62,3,winemaking,2.252543093579302,34,20382,4051,3,38,1350.3333333333333,0.0016681385536257481,1
63,3,produced,1.8881611225591206,76,20382,4051,8,797,506.375,0.0037287802963399076,1
64,3,plantings,1.7390957707781376,35,20382,4051,4,59,1012.75,0.0017172014522617996,1
65,3,grapes,1.6231560527262616,49,20382,4051,6,88,675.1666666666666,0.0024040820331665195,1
66,3,pinot,1.5900304189971541,16,20382,4051,2,21,2025.5,0.0007850063781768226,1
67,3,wineries,1.5237791515389394,23,20382,4051,3,27,1350.3333333333333,0.0011284466686291826,1
68,3,vines,1.4906535178098321,45,20382,4051,6,64,675.1666666666666,0.002207830438622314,1
69,3,franc,1.4575278840807249,22,20382,4051,3,25,1350.3333333333333,0.0010793837699931313,1
70,3,cabernet,1.341588166028849,27,20382,4051,4,28,1012.75,0.0013246982631733883,1
71,3,chardonnay,1.3250253491642954,20,20382,4051,3,22,1350.3333333333333,0.0009812579727210284,1
72,3,varieties,1.3167439407320185,53,20382,4051,8,447,506.375,0.0026003336277107252,1
73,3,appellations,1.2587740817060804,19,20382,4051,3,22,1350.3333333333333,0.0009321950740849769,1
74,3,aoc,1.2587740817060804,19,20382,4051,3,21,1350.3333333333333,0.0009321950740849769,1
75,3,fermentation,1.1925228142478659,30,20382,4051,5,125,810.2,0.0014718869590815426,1
76,3,riesling,1.1925228142478659,12,20382,4051,2,13,2025.5,0.0005887547836326171,1
77,3,widely_planted,1.1925228142478659,6,20382,4051,1,10,4051.0,0.00029437739181630853,1
78,3,varietal,1.1925228142478657,18,20382,4051,3,18,1350.3333333333333,0.0008831321754489255,1
79,3,viticulture,1.152772053772937,29,20382,4051,5,30,810.2,0.0014228240604454911,1
80,4,chefs,2.3399690053536206,82,28392,4051,5,137,810.2,0.002888137503522119,1
81,4,years,1.8191832206255283,102,28392,4051,8,925,506.375,0.003592561284868977,1
82,4,restaurants,1.7280258914874298,109,28392,4051,9,445,450.1111111111111,0.0038391096083403775,1
83,4,opened,1.533821146801916,86,28392,4051,8,361,506.375,0.0030290222597914905,1
84,4,times,1.4803157579599888,83,28392,4051,8,727,506.375,0.002923358692589462,1
85,4,new,1.3376347210481825,150,28392,4051,16,1304,253.1875,0.005283178360101437,1
86,4,worked,1.230623943364328,69,28392,4051,8,213,506.375,0.0024302620456466612,1
87,4,edibility,1.2127888137503522,17,28392,4051,2,26,2025.5,0.0005987602141448295,1
88,4,awards,1.087942906452522,61,28392,4051,8,158,506.375,0.0021484925331079177,1
89,4,best,1.0344375176105947,58,28392,4051,8,193,506.375,0.002042828965905889,1
90,4,american_chef,0.998767258382643,7,28392,4051,1,7,4051.0,0.0002465483234714004,1
91,4,culinary,0.8153202109246064,40,28392,4051,7,97,578.7142857142857,0.0014088475626937165,1
92,4,isbn,0.7847457030149338,55,28392,4051,10,363,405.1,0.0019371653987038603,1
93,4,york,0.7847457030149337,44,28392,4051,8,220,506.375,0.0015497323189630882,1
94,4,kitchen,0.7652891979815056,59,28392,4051,11,135,368.27272727272725,0.002078050154973232,1
95,4,described,0.7312403141730065,41,28392,4051,8,217,506.375,0.0014440687517610594,1
96,4,moved,0.7134051845590307,40,28392,4051,8,117,506.375,0.0014088475626937165,1
97,4,appeared,0.7134051845590307,40,28392,4051,8,203,506.375,0.0014088475626937165,1
98,4,michelin_star,0.7134051845590307,5,28392,4051,1,5,4051.0,0.00017610594533671456,1
99,4,following,0.695570054945055,39,28392,4051,8,353,506.375,0.0013736263736263737,1
100,5,references,2.1692479343227364,323,75399,4051,8,1168,506.375,0.004283876443984668,1
101,5,served,1.3566194511863552,202,75399,4051,8,588,506.375,0.0026790806244114643,1
102,5,called,1.3364716375548749,199,75399,4051,8,764,506.375,0.0026392922983063437,1
103,5,known,1.1820050663801906,176,75399,4051,8,704,506.375,0.002334248464833751,1
104,5,popular,1.036940808233531,193,75399,4051,10,598,405.1,0.002559715646096102,1
105,5,recipes,1.000674743696866,149,75399,4051,8,300,506.375,0.001976153529887664,1
106,5,traditional,0.9241130518972401,172,75399,4051,10,455,405.1,0.002281197363360257,1
107,5,origin,0.8596400482765024,128,75399,4051,8,395,506.375,0.001697635247151819,1
108,5,included,0.8260603588907015,123,75399,4051,8,526,506.375,0.0016313213703099511,1
109,5,century,0.7521850422419396,112,75399,4051,8,383,506.375,0.0014854308412578416,1
110,5,added,0.7454691043647793,111,75399,4051,8,370,506.375,0.001472168065889468,1
111,5,breads,0.7253212907332988,54,75399,4051,4,104,1012.75,0.0007161898698921736,1
112,5,fillings,0.7163667068970853,40,75399,4051,3,61,1350.3333333333333,0.0005305110147349434,1
113,5,similar,0.7038302895263864,131,75399,4051,10,424,405.1,0.0017374235732569398,1
114,5,baked,0.6984575392246581,91,75399,4051,7,162,578.7142857142857,0.0012069125585219963,1
115,5,sauces,0.6769665380177455,63,75399,4051,5,142,810.2,0.0008355548482075359,1
116,5,meats,0.652405393781274,85,75399,4051,7,200,578.7142857142857,0.0011273359063117547,1
117,5,sliced,0.6124935343970079,57,75399,4051,5,95,810.2,0.0007559781959972944,1
118,5,seasonings,0.6089117008625224,34,75399,4051,3,60,1350.3333333333333,0.00045093436252470194,1
119,5,hot,0.5708547195586148,85,75399,4051,8,187,506.375,0.0011273359063117547,1
120,6,cuisines,2.591354087478909,69,53933,4051,2,167,2025.5,0.0012793651382270595,1
121,6,dishes,1.6524576789720578,176,53933,4051,8,449,506.375,0.0032633081786661226,1
122,6,cooked,1.4700435196050123,137,53933,4051,7,445,578.7142857142857,0.0025401887527116977,1
123,6,eaten,1.1266756902082213,75,53933,4051,5,249,810.2,0.0013906142806815863,1
124,6,prepared,1.1172867261231527,119,53933,4051,8,355,506.375,0.002206441325348117,1
125,6,ingredients,1.0730244668649724,100,53933,4051,7,386,578.7142857142857,0.0018541523742421151,1
126,6,fried,1.0365416349915637,69,53933,4051,5,191,810.2,0.0012793651382270595,1
127,6,vegetables,0.9979127541844245,93,53933,4051,7,231,578.7142857142857,0.0017243617080451672,1
128,6,spiced,0.9514150272869424,38,53933,4051,3,83,1350.3333333333333,0.0007045779022120037,1
129,6,dried,0.8888219333864856,71,53933,4051,6,162,675.1666666666666,0.0013164481857119018,1
130,6,sweets,0.7761543643656635,31,53933,4051,3,84,1350.3333333333333,0.0005747872360150557,1
131,6,boiled,0.7511171268054808,60,53933,4051,6,161,675.1666666666666,0.0011124914245452691,1
132,6,types,0.7417281627204124,79,53933,4051,8,321,506.375,0.001464780375651271,1
133,6,beans,0.7260798892452982,58,53933,4051,6,142,675.1666666666666,0.0010754083770604269,1
134,6,soups,0.6634867953448413,53,53933,4051,6,108,675.1666666666666,0.000982700758348321,1
135,6,region,0.6609830715888232,88,53933,4051,10,418,405.1,0.0016316540893330613,1
136,6,india,0.6534719003207684,87,53933,4051,10,272,405.1,0.0016131125655906402,1
137,6,common,0.65096817656475,104,53933,4051,12,481,337.5833333333333,0.0019283184692117999,1
138,6,consumed,0.6478385218697272,69,53933,4051,8,305,506.375,0.0012793651382270595,1
139,6,indian,0.6384495577846587,68,53933,4051,8,149,506.375,0.0012608236144846384,1
140,7,increased,0.9417776372563607,25,13442,4051,8,357,506.375,0.0018598422853742002,1
141,7,required,0.7910932152953429,21,13442,4051,8,245,506.375,0.0015622675197143282,1
142,7,reported,0.7910932152953429,21,13442,4051,8,241,506.375,0.0015622675197143282,1
143,7,developed,0.7157510043148341,19,13442,4051,8,438,506.375,0.0014134801368843922,1
144,7,changes,0.6780798988245796,18,13442,4051,8,175,506.375,0.0013390864454694241,1
145,7,humans,0.6697085420489675,20,13442,4051,9,169,450.1111111111111,0.00148787382829936,1
146,7,processed,0.6404087933343253,17,13442,4051,8,194,506.375,0.0012646927540544562,1
147,7,countries,0.6404087933343253,17,13442,4051,8,382,506.375,0.0012646927540544562,1
148,7,according,0.6404087933343253,17,13442,4051,8,313,506.375,0.0012646927540544562,1
149,7,provided,0.6404087933343253,17,13442,4051,8,203,506.375,0.0012646927540544562,1
150,7,artificial_selection,0.6027376878440708,2,13442,4051,1,2,4051.0,0.00014878738282993602,1
151,7,concerns,0.6027376878440708,16,13442,4051,8,82,506.375,0.0011902990626394881,1
152,7,fruit_body,0.6027376878440708,2,13442,4051,1,2,4051.0,0.00014878738282993602,1
153,7,needs_tested_case,0.6027376878440708,2,13442,4051,1,2,4051.0,0.00014878738282993602,1
154,7,imports_exports,0.6027376878440708,2,13442,4051,1,3,4051.0,0.00014878738282993602,1
155,7,important_effects,0.6027376878440708,2,13442,4051,1,2,4051.0,0.00014878738282993602,1
156,7,association_recommends,0.6027376878440708,2,13442,4051,1,3,4051.0,0.00014878738282993602,1
157,7,government_claims,0.6027376878440708,2,13442,4051,1,2,4051.0,0.00014878738282993602,1
158,7,growing_conditions,0.6027376878440708,2,13442,4051,1,3,4051.0,0.00014878738282993602,1
159,7,bases_claim,0.6027376878440708,2,13442,4051,1,2,4051.0,0.00014878738282993602,1
160,8,united,1.7854554358472088,288,81680,4051,8,957,506.375,0.003525954946131244,1
161,8,states,1.7854554358472088,288,81680,4051,8,1059,506.375,0.003525954946131244,1
162,8,companies,1.1307884427032322,228,81680,4051,10,385,405.1,0.002791380999020568,1
163,8,brands,1.0464752693437807,211,81680,4051,10,372,405.1,0.0025832517140058765,1
164,8,operations,1.0353161728697355,167,81680,4051,8,242,506.375,0.002044564152791381,1
165,8,sold,1.0291166748285994,166,81680,4051,8,409,506.375,0.0020323212536728697,1
166,8,located,0.9919196865817826,160,81680,4051,8,295,506.375,0.0019588638589618022,1
167,8,markets,0.9175257100881489,148,81680,4051,8,361,506.375,0.001811949069539667,1
168,8,chains,0.8679297257590598,140,81680,4051,8,189,506.375,0.0017140058765915769,1
169,8,based,0.8183337414299706,132,81680,4051,8,474,506.375,0.0016160626836434868,1
170,8,stores,0.7563387610186092,122,81680,4051,8,240,506.375,0.0014936336924583741,1
171,8,announced,0.7501392629774731,121,81680,4051,8,164,506.375,0.001481390793339863,1
172,8,purchased,0.7315407688540647,118,81680,4051,8,169,506.375,0.0014446620959843292,1
173,8,featured,0.7191417727717924,116,81680,4051,8,207,506.375,0.0014201762977473066,1
174,8,sales,0.6672914255186537,148,81680,4051,11,281,368.27272727272725,0.001811949069539667,1
175,8,acquired,0.6199498041136141,100,81680,4051,8,126,506.375,0.0012242899118511264,1
176,8,closed,0.6199498041136141,100,81680,4051,8,186,506.375,0.0012242899118511264,1
177,8,flavors,0.6116838067254325,74,81680,4051,6,279,675.1666666666666,0.0009059745347698335,1
178,8,official,0.6075508080313418,147,81680,4051,12,261,337.5833333333333,0.0017997061704211558,1
179,8,introduced,0.6013513099902056,97,81680,4051,8,306,506.375,0.0011875612144955925,1
180,9,uses,1.6785068555070062,176,53096,4051,8,704,506.375,0.0033147506403495555,1
181,9,cultivars,1.6403589724273016,86,53096,4051,4,114,1012.75,0.0016197076992617147,1
182,9,leaves,1.4072330202735506,166,53096,4051,9,303,450.1111111111111,0.0031264125357842397,1
183,9,growing,1.382860761639295,145,53096,4051,8,301,506.375,0.002730902516197077,1
184,9,cultivation,1.3224599467630955,156,53096,4051,9,228,450.1111111111111,0.002938074431218924,1
185,9,seeds,1.2800734100078683,151,53096,4051,9,229,450.1111111111111,0.0028439053789362664,1
186,9,flowers,1.1539734631610667,121,53096,4051,8,165,506.375,0.0022788910652403196,1
187,9,fruits,1.1348995216212145,119,53096,4051,8,298,506.375,0.0022412234443272565,1
188,9,ripen,1.0299928431520267,27,53096,4051,2,43,2025.5,0.0005085128823263523,1
189,9,pollinated,0.9918449600723218,26,53096,4051,2,28,2025.5,0.0004896790718698207,1
190,9,america,0.944160106222691,99,53096,4051,8,385,506.375,0.001864547235196625,1
191,9,south,0.8964752523730601,94,53096,4051,8,431,506.375,0.0017703781829139671,1
192,9,europe,0.8297164569835769,87,53096,4051,8,346,506.375,0.0016385415097182462,1
193,9,harvested,0.8174546374222432,75,53096,4051,7,153,578.7142857142857,0.0014125357842398674,1
194,9,grown,0.8106425154437246,85,53096,4051,8,161,506.375,0.0016008738888051832,1
195,9,native,0.782031603133946,82,53096,4051,8,143,506.375,0.0015443724574355883,1
196,9,trees,0.7738570567597235,71,53096,4051,7,135,578.7142857142857,0.001337200542413741,1
197,9,widely_cultivated,0.7629576615940937,10,53096,4051,1,11,4051.0,0.00018833810456531566,1
198,9,asia,0.6961988662046106,73,53096,4051,8,206,506.375,0.0013748681633268043,1
199,9,pests_diseases,0.6866618954346844,9,53096,4051,1,10,4051.0,0.0001695042941087841,1
