,country,label_name,tfidf,country_label_count,num_country_labels,num_articles,label_count,label_count_project,idf,tf,links
0,0,e_number,17.029731689630168,18,4137,3914,1,18,3914.0,0.00435097897026831,1
1,0,salt_,11.353154459753444,12,4137,3914,1,12,3914.0,0.0029006526468455403,1
2,0,organic_compound,9.145596648134719,29,4137,3914,3,30,1304.6666666666667,0.007009910563210055,1
3,0,chemical_formula,8.041817742325357,17,4137,3914,2,18,1957.0,0.004109257916364515,1
4,0,acetic_acid,4.730481024897268,10,4137,3914,2,10,1957.0,0.00241721053903795,1
5,0,fermentation_,4.730481024897268,10,4137,3914,2,33,1957.0,0.00241721053903795,1
6,0,food_additive,4.730481024897268,10,4137,3914,2,16,1957.0,0.00241721053903795,1
7,0,carboxylic_acid,4.730481024897268,5,4137,3914,1,5,3914.0,0.001208605269518975,1
8,0,dietary_supplement,4.415115623237451,14,4137,3914,3,20,1304.6666666666667,0.00338409475465313,1
9,0,sugar_beet,3.784384819917815,4,4137,3914,1,12,3914.0,0.0009668842156151801,1
10,0,chirality_,3.784384819917815,4,4137,3914,1,4,3914.0,0.0009668842156151801,1
11,0,glycosidic_bond,3.784384819917815,4,4137,3914,1,4,3914.0,0.0009668842156151801,1
12,0,rowntree's,3.784384819917815,4,4137,3914,1,12,3914.0,0.0009668842156151801,1
13,0,diethyl_ether,3.784384819917815,4,4137,3914,1,4,3914.0,0.0009668842156151801,1
14,0,genetic_code,3.784384819917815,4,4137,3914,1,4,3914.0,0.0009668842156151801,1
15,0,world_health_organization's_list_of_essential_medicines,3.784384819917815,4,4137,3914,1,4,3914.0,0.0009668842156151801,1
16,0,molecular_formula,3.784384819917815,4,4137,3914,1,4,3914.0,0.0009668842156151801,1
17,0,sugar_substitute,3.784384819917815,8,4137,3914,2,10,1957.0,0.0019337684312303602,1
18,0,vitamin_a,3.784384819917815,4,4137,3914,1,10,3914.0,0.0009668842156151801,1
19,0,chemical_compound,3.4690194182579974,11,4137,3914,3,11,1304.6666666666667,0.0026589315929417454,1
20,1,alcoholic_beverage,22.991706979958536,34,2894,3914,2,41,1957.0,0.011748445058742226,1
21,1,alcohol_by_volume,18.934346924671736,14,2894,3914,1,16,3914.0,0.0048375950241879755,1
22,1,pernod_ricard,14.876986869384934,11,2894,3914,1,12,3914.0,0.0038009675190048375,1
23,1,alcohol_,14.876986869384934,11,2894,3914,1,15,3914.0,0.0038009675190048375,1
24,1,distilled_beverage,13.524533517622668,10,2894,3914,1,14,3914.0,0.0034554250172771253,1
25,1,scotch_whisky,10.143400138217,15,2894,3914,2,17,1957.0,0.005183137525915688,1
26,1,interbrew,9.467173462335868,7,2894,3914,1,7,3914.0,0.0024187975120939877,1
27,1,anheuser-busch_inbev,8.790946786454734,13,2894,3914,2,13,1957.0,0.004492052522460262,1
28,1,diageo,7.663902326652846,17,2894,3914,3,18,1304.6666666666667,0.005874222529371113,1
29,1,microbrewery,6.762266758811334,5,2894,3914,1,5,3914.0,0.0017277125086385626,1
30,1,pale_lager,6.762266758811334,10,2894,3914,2,11,1957.0,0.0034554250172771253,1
31,1,ethanol_fermentation,6.762266758811334,5,2894,3914,1,6,3914.0,0.0017277125086385626,1
32,1,sabmiller,6.0860400829302,9,2894,3914,2,12,1957.0,0.0031098825155494126,1
33,1,cocktail,5.916983413959917,35,2894,3914,8,43,489.25,0.012093987560469938,1
34,1,beer,5.409813407049067,48,2894,3914,12,75,326.1666666666667,0.0165860400829302,1
35,1,single_malt_scotch,5.409813407049067,4,2894,3914,1,4,3914.0,0.00138217000691085,1
36,1,anheuser-busch,5.409813407049067,8,2894,3914,2,10,1957.0,0.0027643400138217,1
37,1,india_pale_ale,5.409813407049067,4,2894,3914,1,5,3914.0,0.00138217000691085,1
38,1,manhattan_,5.409813407049067,4,2894,3914,1,4,3914.0,0.00138217000691085,1
39,1,draught_beer,5.409813407049067,4,2894,3914,1,6,3914.0,0.00138217000691085,1
40,2,family_,54.67263610315186,39,2792,3914,1,54,3914.0,0.013968481375358166,1
41,2,common_name,51.8689111747851,37,2792,3914,1,38,3914.0,0.01325214899713467,1
42,2,order_,11.214899713467048,8,2792,3914,1,9,3914.0,0.0028653295128939827,1
43,2,10th_edition_of_systema_naturae,8.411174785100286,6,2792,3914,1,7,3914.0,0.002148997134670487,1
44,2,gastropod_shell,8.411174785100286,6,2792,3914,1,6,3914.0,0.002148997134670487,1
45,2,carl_linnaeus,7.476599808978032,16,2792,3914,3,48,1304.6666666666667,0.0057306590257879654,1
46,2,marine_,7.009312320916906,5,2792,3914,1,6,3914.0,0.0017908309455587394,1
47,2,forage_fish,7.009312320916906,5,2792,3914,1,5,3914.0,0.0017908309455587394,1
48,2,decapoda,7.009312320916906,5,2792,3914,1,5,3914.0,0.0017908309455587394,1
49,2,mollusc,6.658846704871061,19,2792,3914,4,19,978.5,0.0068051575931232094,1
50,2,mediterranean_sea,6.074737344794652,13,2792,3914,3,15,1304.6666666666667,0.004656160458452722,1
51,2,species,5.918974848774276,38,2792,3914,9,86,434.8888888888889,0.013610315186246419,1
52,2,spawn_,5.607449856733524,4,2792,3914,1,4,3914.0,0.0014326647564469914,1
53,2,shoaling_and_schooling,5.607449856733524,4,2792,3914,1,4,3914.0,0.0014326647564469914,1
54,2,oily_fish,5.607449856733524,4,2792,3914,1,5,3914.0,0.0014326647564469914,1
55,2,echinoderm,5.607449856733524,4,2792,3914,1,4,3914.0,0.0014326647564469914,1
56,2,food_fish,5.607449856733524,4,2792,3914,1,4,3914.0,0.0014326647564469914,1
57,2,food_standards_agency,5.607449856733524,4,2792,3914,1,5,3914.0,0.0014326647564469914,1
58,2,fish_as_food,5.607449856733524,4,2792,3914,1,6,3914.0,0.0014326647564469914,1
59,2,fao,5.607449856733524,4,2792,3914,1,7,3914.0,0.0014326647564469914,1
60,3,cabernet_sauvignon,25.665573770491804,16,2440,3914,1,16,3914.0,0.006557377049180328,1
61,3,jancis_robinson,20.85327868852459,13,2440,3914,1,13,3914.0,0.005327868852459016,1
62,3,body_,17.645081967213116,11,2440,3914,1,11,3914.0,0.004508196721311476,1
63,3,vitis_vinifera,17.645081967213116,11,2440,3914,1,11,3914.0,0.004508196721311476,1
64,3,merlot,17.645081967213116,11,2440,3914,1,11,3914.0,0.004508196721311476,1
65,3,chardonnay,17.645081967213116,11,2440,3914,1,11,3914.0,0.004508196721311476,1
66,3,acidity_,16.04098360655738,10,2440,3914,1,10,3914.0,0.004098360655737705,1
67,3,new_world_wine,14.43688524590164,9,2440,3914,1,9,3914.0,0.0036885245901639345,1
68,3,appellation_d'origine_contrôlée,14.43688524590164,9,2440,3914,1,9,3914.0,0.0036885245901639345,1
69,3,cabernet_franc,12.832786885245902,8,2440,3914,1,8,3914.0,0.003278688524590164,1
70,3,pinot_noir,12.832786885245902,8,2440,3914,1,8,3914.0,0.003278688524590164,1
71,3,california_,11.228688524590163,7,2440,3914,1,7,3914.0,0.0028688524590163933,1
72,3,oak_,11.228688524590163,7,2440,3914,1,7,3914.0,0.0028688524590163933,1
73,3,australia_,11.228688524590163,7,2440,3914,1,8,3914.0,0.0028688524590163933,1
74,3,riesling,11.228688524590163,7,2440,3914,1,7,3914.0,0.0028688524590163933,1
75,3,grape_variety,10.426639344262295,13,2440,3914,2,13,1957.0,0.005327868852459016,1
76,3,french_wine,10.426639344262295,13,2440,3914,2,14,1957.0,0.005327868852459016,1
77,3,france_,9.624590163934426,6,2440,3914,1,6,3914.0,0.002459016393442623,1
78,3,oxford_companion_to_wine,9.624590163934426,6,2440,3914,1,6,3914.0,0.002459016393442623,1
79,3,champagne_,9.624590163934426,6,2440,3914,1,11,3914.0,0.002459016393442623,1
80,4,michelin_star,29.662215806568025,21,2771,3914,1,22,3914.0,0.007578491519307109,1
81,4,celebrity_chef,15.53735113677373,22,2771,3914,2,22,1957.0,0.007939372067845544,1
82,4,food_network,10.829062913508961,23,2771,3914,3,29,1304.6666666666667,0.008300252616383976,1
83,4,masterchef_,9.887405268856009,7,2771,3914,1,7,3914.0,0.0025261638397690365,1
84,4,pileus_,9.887405268856009,7,2771,3914,1,14,3914.0,0.0025261638397690365,1
85,4,gordon_ramsay,9.181162035366293,13,2771,3914,2,15,1957.0,0.004691447130999639,1
86,4,michelin_guide,9.181162035366293,13,2771,3914,2,14,1957.0,0.004691447130999639,1
87,4,edible_mushroom,8.474918801876578,12,2771,3914,2,23,1957.0,0.004330566582461205,1
88,4,cooking_show,7.062432334897149,5,2771,3914,1,8,3914.0,0.001804402742692169,1
89,4,the_world's_50_best_restaurants,7.062432334897149,5,2771,3914,1,5,3914.0,0.001804402742692169,1
90,4,cooking_channel,5.649945867917719,4,2771,3914,1,4,3914.0,0.001443522194153735,1
91,4,bbc_two,5.649945867917719,8,2771,3914,2,8,1957.0,0.00288704438830747,1
92,4,culinary_art,5.649945867917719,4,2771,3914,1,5,3914.0,0.001443522194153735,1
93,4,chopped_,5.649945867917719,4,2771,3914,1,5,3914.0,0.001443522194153735,1
94,4,elias_magnus_fries,5.649945867917719,4,2771,3914,1,6,3914.0,0.001443522194153735,1
95,4,lamella_,5.649945867917719,4,2771,3914,1,10,3914.0,0.001443522194153735,1
96,4,help:ipa_for_vietnamese,4.237459400938289,3,2771,3914,1,3,3914.0,0.0010826416456153013,1
97,4,julia_child,4.237459400938289,3,2771,3914,1,5,3914.0,0.0010826416456153013,1
98,4,the_next_iron_chef,4.237459400938289,3,2771,3914,1,3,3914.0,0.0010826416456153013,1
99,4,stipe_,4.237459400938289,3,2771,3914,1,7,3914.0,0.0010826416456153013,1
100,5,egg_,8.359675352413499,20,9364,3914,1,26,3914.0,0.0021358393848782574,1
101,5,smoking_,5.851772746689449,14,9364,3914,1,16,3914.0,0.00149508756941478,1
102,5,chicken_,5.4337889790687735,13,9364,3914,1,16,3914.0,0.001388295600170867,1
103,5,italian_cuisine,5.155133133988325,37,9364,3914,3,41,1304.6666666666667,0.003951302862024776,1
104,5,batter_,5.015805211448099,12,9364,3914,1,14,3914.0,0.0012815036309269544,1
105,5,ground_beef,4.597821443827424,11,9364,3914,1,11,3914.0,0.0011747116616830414,1
106,5,french_cuisine,4.388829560017087,21,9364,3914,2,28,1957.0,0.00224263135412217,1
107,5,lamb_and_mutton,4.179837676206749,10,9364,3914,1,12,3914.0,0.0010679196924391287,1
108,5,dish_,3.7618539085860743,9,9364,3914,1,12,3914.0,0.0009611277231952157,1
109,5,stock_,3.7618539085860743,9,9364,3914,1,9,3914.0,0.0009611277231952157,1
110,5,fish_,3.3438701409653993,8,9364,3914,1,12,3914.0,0.0008543357539513029,1
111,5,baker's_yeast,2.9258863733447247,7,9364,3914,1,7,3914.0,0.00074754378470739,1
112,5,spread_,2.9258863733447247,7,9364,3914,1,7,3914.0,0.00074754378470739,1
113,5,side_dish,2.9258863733447247,7,9364,3914,1,12,3914.0,0.00074754378470739,1
114,5,sponge_cake,2.9258863733447247,7,9364,3914,1,7,3914.0,0.00074754378470739,1
115,5,hot_dog,2.7168944895343867,13,9364,3914,2,16,1957.0,0.001388295600170867,1
116,5,olive_oil,2.7168944895343867,13,9364,3914,2,21,1957.0,0.001388295600170867,1
117,5,pork,2.6646465185818027,51,9364,3914,8,62,489.25,0.005446390431439556,1
118,5,icing_,2.5079026057240497,6,9364,3914,1,6,3914.0,0.0006407518154634772,1
119,5,processed_cheese,2.5079026057240497,6,9364,3914,1,8,3914.0,0.0006407518154634772,1
120,6,indian_subcontinent,7.336986301369863,39,6935,3914,3,42,1304.6666666666667,0.005623648161499639,1
121,6,chinese_cuisine,7.0547945205479445,25,6935,3914,2,31,1957.0,0.003604902667627974,1
122,6,chili_pepper,6.208219178082191,22,6935,3914,2,32,1957.0,0.003172314347512617,1
123,6,camellia_sinensis,5.079452054794521,9,6935,3914,1,10,3914.0,0.0012977649603460708,1
124,6,rice_flour,5.079452054794521,9,6935,3914,1,9,3914.0,0.0012977649603460708,1
125,6,soy_sauce,4.232876712328767,15,6935,3914,2,21,1957.0,0.0021629416005767843,1
126,6,indonesian_cuisine,3.9506849315068493,14,6935,3914,2,14,1957.0,0.0020187454938716655,1
127,6,dawn_,3.9506849315068493,7,6935,3914,1,8,3914.0,0.0010093727469358328,1
128,6,indian_cuisine,3.6684931506849314,13,6935,3914,2,16,1957.0,0.0018745493871665465,1
129,6,japanese_cuisine,3.5744292237442923,19,6935,3914,3,23,1304.6666666666667,0.0027397260273972603,1
130,6,doosan_encyclopedia,3.3863013698630136,6,6935,3914,1,6,3914.0,0.0008651766402307138,1
131,6,capsicum_annuum,3.3863013698630136,6,6935,3914,1,9,3914.0,0.0008651766402307138,1
132,6,india,3.1041095890410957,44,6935,3914,8,85,489.25,0.006344628695025234,1
133,6,korea_forest_service,2.821917808219178,5,6935,3914,1,10,3914.0,0.0007209805335255948,1
134,6,staple_food,2.821917808219178,10,6935,3914,2,25,1957.0,0.0014419610670511895,1
135,6,korea_national_arboretum,2.821917808219178,5,6935,3914,1,10,3914.0,0.0007209805335255948,1
136,6,oryza_sativa,2.821917808219178,5,6935,3914,1,6,3914.0,0.0007209805335255948,1
137,6,suriname,2.821917808219178,5,6935,3914,1,8,3914.0,0.0007209805335255948,1
138,6,white_tea,2.821917808219178,5,6935,3914,1,6,3914.0,0.0007209805335255948,1
139,6,orange_,2.2575342465753425,4,6935,3914,1,12,3914.0,0.0005767844268204759,1
140,7,diet_,14.803328290468986,5,1322,3914,1,6,3914.0,0.0037821482602118004,1
141,7,food_safety,13.322995461422087,9,1322,3914,2,11,1957.0,0.00680786686838124,1
142,7,protein_,11.84266263237519,4,1322,3914,1,9,3914.0,0.0030257186081694403,1
143,7,food_security,11.84266263237519,4,1322,3914,1,8,3914.0,0.0030257186081694403,1
144,7,animal_product,8.881996974281392,3,1322,3914,1,4,3914.0,0.0022692889561270802,1
145,7,british_dietetic_association,8.881996974281392,3,1322,3914,1,3,3914.0,0.0022692889561270802,1
146,7,"international_covenant_on_economic,_social_and_cultural_rights",8.881996974281392,3,1322,3914,1,3,3914.0,0.0022692889561270802,1
147,7,intensive_animal_farming,8.881996974281392,3,1322,3914,1,4,3914.0,0.0022692889561270802,1
148,7,cardiovascular_disease,8.881996974281392,3,1322,3914,1,8,3914.0,0.0022692889561270802,1
149,7,vitamin_c,8.881996974281392,3,1322,3914,1,16,3914.0,0.0022692889561270802,1
150,7,saturated_fat,8.881996974281392,3,1322,3914,1,9,3914.0,0.0022692889561270802,1
151,7,flavr_savr,8.881996974281392,3,1322,3914,1,3,3914.0,0.0022692889561270802,1
152,7,environmental_vegetarianism,8.881996974281392,3,1322,3914,1,3,3914.0,0.0022692889561270802,1
153,7,china–cornell–oxford_project,5.921331316187595,2,1322,3914,1,2,3914.0,0.0015128593040847202,1
154,7,gary_francione,5.921331316187595,2,1322,3914,1,2,3914.0,0.0015128593040847202,1
155,7,non-celiac_gluten_sensitivity,5.921331316187595,2,1322,3914,1,5,3914.0,0.0015128593040847202,1
156,7,vitamin_d,5.921331316187595,2,1322,3914,1,5,3914.0,0.0015128593040847202,1
157,7,diabetes_mellitus,5.921331316187595,2,1322,3914,1,2,3914.0,0.0015128593040847202,1
158,7,laura_wright_,5.921331316187595,2,1322,3914,1,2,3914.0,0.0015128593040847202,1
159,7,gluten_ataxia,5.921331316187595,2,1322,3914,1,4,3914.0,0.0015128593040847202,1
160,8,soft_drink,15.709017935532424,64,7973,3914,2,72,1957.0,0.008027091433588361,1
161,8,united_states,9.695409507086417,158,7973,3914,8,217,489.25,0.019816881976671266,1
162,8,fast_food,9.081775993979681,37,7973,3914,2,41,1957.0,0.004640662235043271,1
163,8,restaurant_chain,8.836322588736987,36,7973,3914,2,36,1957.0,0.004515238931393453,1
164,8,the_coca-cola_company,8.672686985241858,53,7973,3914,3,54,1304.6666666666667,0.0066474350934403615,1
165,8,casual_dining,6.381788536310046,13,7973,3914,1,13,3914.0,0.0016305029474476358,1
166,8,whopper,5.890881725824658,12,7973,3914,1,12,3914.0,0.0015050796437978177,1
167,8,fast_food_restaurant,4.9090681048538825,20,7973,3914,2,22,1957.0,0.002508466072996363,1
168,8,fast_casual_restaurant,4.9090681048538825,10,7973,3914,1,10,3914.0,0.0012542330364981814,1
169,8,pepsico,4.254525690873365,26,7973,3914,3,27,1304.6666666666667,0.0032610058948952716,1
170,8,"mars,_incorporated",3.927254483883106,8,7973,3914,1,8,3914.0,0.0010033864291985452,1
171,8,coca-cola,3.8045277812617586,31,7973,3914,4,34,978.5,0.0038881224131443624,1
172,8,franchising,3.5999832768928473,22,7973,3914,3,24,1304.6666666666667,0.002759312680295999,1
173,8,mcdonald's,3.5590743760190646,29,7973,3914,4,31,978.5,0.003637275805844726,1
174,8,chocolate_bar,3.436347673397717,14,7973,3914,2,15,1957.0,0.001755926251097454,1
175,8,ice_cream,3.436347673397717,21,7973,3914,3,45,1304.6666666666667,0.0026338893766461808,1
176,8,fast-food_restaurant,3.190894268155023,13,7973,3914,2,14,1957.0,0.0016305029474476358,1
177,8,burger_king,3.190894268155023,26,7973,3914,4,26,978.5,0.0032610058948952716,1
178,8,pepsi,3.190894268155023,13,7973,3914,2,14,1957.0,0.0016305029474476358,1
179,8,3g_capital,2.945440862912329,6,7973,3914,1,6,3914.0,0.0007525398218989088,1
180,9,flowering_plant,29.348619865246686,69,4601,3914,2,69,1957.0,0.014996739839165399,1
181,9,native_plant,14.461638774179526,17,4601,3914,1,18,3914.0,0.00369484894588133,1
182,9,perennial_plant,14.036296457291893,33,4601,3914,2,34,1957.0,0.007172353836122582,1
183,9,annual_plant,13.61095414040426,16,4601,3914,1,21,3914.0,0.003477504890241252,1
184,9,fabaceae,11.058900239078461,13,4601,3914,1,16,3914.0,0.002825472723321017,1
185,9,hybrid_,10.208215605303195,12,4601,3914,1,21,3914.0,0.002608128667680939,1
186,9,ornamental_plant,8.50684633775266,10,4601,3914,1,12,3914.0,0.0021734405564007822,1
187,9,berry_,7.656161703977396,9,4601,3914,1,10,3914.0,0.0019560965007607042,1
188,9,cultivar,6.521915525610375,46,4601,3914,6,59,652.3333333333334,0.009997826559443599,1
189,9,genus,6.4408979414413015,53,4601,3914,7,86,559.1428571428571,0.011519234948924147,1
190,9,temperate_climate,5.954792436426864,7,4601,3914,1,9,3914.0,0.0015214083894805478,1
191,9,plant_stem,5.954792436426864,7,4601,3914,1,7,3914.0,0.0015214083894805478,1
192,9,biennial_plant,5.104107802651598,6,4601,3914,1,11,3914.0,0.0013040643338404696,1
193,9,traditional_medicine,5.104107802651598,12,4601,3914,2,16,1957.0,0.002608128667680939,1
194,9,asteraceae,5.104107802651598,12,4601,3914,2,15,1957.0,0.002608128667680939,1
195,9,fruit,4.536984713468087,64,4601,3914,12,112,326.1666666666667,0.013910019560965008,1
196,9,apiaceae,4.25342316887633,10,4601,3914,2,17,1957.0,0.0021734405564007822,1
197,9,temperateness,4.25342316887633,5,4601,3914,1,6,3914.0,0.0010867202782003911,1
198,9,cucurbitaceae,3.828080851988698,9,4601,3914,2,11,1957.0,0.0019560965007607042,1
199,9,mesoamerica,3.828080851988698,9,4601,3914,2,12,1957.0,0.0019560965007607042,1
